date,ticker,action,price,quantity,commission,cash,portfolio_value
1012,MHK,SELL,119.72,1,0.059860000000000003,100091.60728,99992.97728
1013,LEVI,SELL,22.62,1,0.01131,100114.21596999999,99999.20597
1013,MHK,BUY,119.81,1,0.059905,99994.34606499999,99994.34606499999
1014,LEVI,BUY,22.68,1,0.01134,99971.65472499999,99988.03472499999
1014,MHK,SELL,121.07,1,0.060535,100092.66418999998,99994.03418999999
1015,LEVI,SELL,22.97,1,0.011485,100115.62270499999,100000.61270499999
1015,MHK,BUY,123.02,1,0.06151,99992.54119499998,99992.54119499998
1016,LEVI,BUY,22.12,1,0.01106,99970.41013499998,99986.79013499999
1016,MHK,SELL,123.28,1,0.06164,100093.62849499998,99994.99849499999
1017,LEVI,SELL,22.2,1,0.0111,100115.81739499998,100000.80739499998
1017,MHK,BUY,120.87,1,0.060435,99994.88695999997,99994.88695999997
1018,LEVI,BUY,22.08,1,0.01104,99972.79591999998,99989.17591999998
1018,MHK,SELL,120.36,1,0.060180000000000004,100093.09573999998,99994.46573999999
1019,LEVI,SELL,21.84,1,0.010920000000000001,100114.92481999997,99999.91481999998
1019,MHK,BUY,118.92,1,0.05946,99995.94535999997,99995.94535999997
1020,LEVI,BUY,21.95,1,0.010975,99973.98438499997,99990.36438499998
1020,MHK,SELL,119.56,1,0.05978,100093.48460499998,99994.85460499999
1021,LEVI,SELL,21.74,1,0.01087,100115.21373499998,100000.20373499999
1021,MHK,BUY,117.41,1,0.058705,99997.74502999998,99997.74502999998
1022,LEVI,BUY,21.69,1,0.010845,99976.04418499998,99992.42418499998
1022,MHK,SELL,115.76,1,0.05788,100091.74630499998,99993.11630499999
1023,LEVI,SELL,22.14,1,0.01107,100113.87523499998,99998.86523499999
1023,MHK,BUY,116.43,1,0.058215,99997.38701999998,99997.38701999998
1024,LEVI,BUY,22.62,1,0.01131,99974.75570999998,99991.13570999999
1024,MHK,SELL,115.76,1,0.05788,100090.45782999998,99991.82783
